sepal_length,sepal_width,petal_length,petal_width,species
5.601664214494638,2.8940218003531593,1.386712784421907,0.3481325768294403,setosa
4.686283569492779,3.932583501740567,1.2737694528504038,0.3024090296709984,setosa
5.076755818020152,3.346287727796992,1.311473711539553,0.2892431898167315,setosa
5.92844744771967,2.501671443460062,4.322938246683188,1.281032137328744,versicolor
5.8867374213991095,2.874864456879423,4.100899032704117,0.8788331056934033,versicolor
6.735930197504654,2.4450831445796832,4.728165603913534,1.3477291310359276,versicolor
6.314489825818661,2.7241710234711443,3.850225740664033,1.2909173479894147,versicolor
6.15298941324493,3.1088239302865976,4.451042519024733,1.336733824596672,versicolor
5.939129705371187,3.039010578121222,4.088197014681387,1.1694671074950018,versicolor
6.252505020208835,2.8045548827621296,4.136677808796135,2.069215092545126,versicolor
6.081298171737009,2.5075580272231472,4.1264584427363165,1.6400289750450783,versicolor
5.909171663470913,2.9936763136522577,3.861730758202355,0.9888643749788193,versicolor
5.79375248615693,2.8058143713094075,4.194360413637331,1.3582170218567247,versicolor
5.871678931818059,2.103905320530873,4.1749407111512715,1.147998464265669,versicolor
4.790350992442681,3.0347889478949552,4.296496099362692,1.0463800683231466,versicolor
5.973710293754175,2.792730149839092,4.233802058277146,0.9649819822190163,versicolor
5.729033371961375,3.1607353743949216,4.519197819844894,1.4080541726898135,versicolor
6.457434499399009,2.4714188443471583,4.5694034464189475,1.1296549412326065,versicolor
5.906770424784114,1.8469888560411998,3.7797506712688795,1.5419565060063012,versicolor
5.483862803162764,2.883725157503555,4.5475090002363086,1.5484455536326098,versicolor
5.882541946055159,2.887469103004592,3.7254654291560585,1.6434785963028624,versicolor
5.533857620228124,2.2927985117180643,4.435142355255095,1.086903308481474,versicolor
6.065692595499364,2.506450136240018,4.447895513881147,1.4188414026730025,versicolor
6.0018315775188205,3.6265653231159702,3.4354732433349984,1.4581135541605752,versicolor
6.235243870887894,2.7083168157538586,4.237191698611764,1.181455456224009,versicolor
5.623191372906902,3.0192876929128647,4.012601554655874,1.1070570106517812,versicolor
5.911902833679852,2.6048020517894845,3.89649389682585,1.7023801664439933,versicolor
5.422242371600678,2.1729091303440526,4.740340932279603,1.3568739689330134,versicolor
6.14552317367365,2.748922525961228,3.9385283437450327,1.4589919376779346,versicolor
6.0816049131540435,2.7203186319141683,3.87744922835278,1.0944809970430183,versicolor
6.073531757359651,2.6800365283994885,4.2302779760020375,0.9951788833694516,versicolor
5.900566660974929,2.765607749348082,4.474235898519367,1.1576375563769725,versicolor
6.045170511776077,2.8792804814936908,4.143340565595949,1.2689946531525007,versicolor
6.461518687908009,2.7549649146238577,4.666548218267701,1.0339449982956628,versicolor
5.800217010035295,2.420798149615791,4.412390264785636,1.2975387978374042,versicolor
5.94852581429853,2.9458554374685813,3.328715472107428,0.877873702982875,versicolor
5.519855795286507,2.215188473403273,3.988213214597197,1.019988144382532,versicolor
5.596108663440584,2.18489276281474,3.9752631602593205,1.4677278120692188,versicolor
5.934234652582658,3.02175414841047,4.391744381371769,1.4509476300694737,versicolor
6.286376741345668,2.952106081640607,3.1500731774503556,1.2020308086532834,versicolor
5.81030171151195,2.782781390477789,5.219603883487089,1.0455589227307618,versicolor
5.817429214740757,2.381365448573478,4.412410437957684,1.0431491121184973,versicolor
5.757590164423469,2.5876267177977774,4.259550721567076,1.2066829385146716,versicolor
5.7128351652044875,2.721175975694049,4.672627086567658,1.4611296229113229,versicolor
6.003240009498088,2.3212318094277657,5.13746162112505,1.5320614228360812,versicolor
5.375959824187475,2.57829140259303,4.548298657835361,1.1758670661295079,versicolor
6.3483288518333545,2.995699101453004,4.579525238588648,1.011626893503804,versicolor
5.667102195654689,3.228191609286765,4.252276009785753,1.3669609094665833,versicolor
6.15266621990335,2.6741695742024345,4.143389698653221,1.0941162573435377,versicolor
5.455500490912144,3.0269465062948293,4.00968182239804,1.1704368402846994,versicolor
6.134094045691176,2.2257819788237594,3.8695552033141833,1.6313190226092593,versicolor
6.135180612735074,2.9978353723340834,3.925194360120201,1.506778857141442,versicolor
6.034470725202064,2.5588154755817554,3.659777614262807,1.339493578062863,versicolor
6.054828349610547,2.803293684161567,5.5306436281806635,2.185912943885043,virginica
6.573988798614731,2.9292866265429995,5.295294576823078,1.9487808340338206,virginica
6.871930051775634,2.7181610274042054,4.658100197712394,2.007848966383194,virginica
6.368528216982063,3.335773475269229,6.316871164213892,2.4018945765998776,virginica
6.9728899314953505,2.91166327272359,5.562129999679761,1.9948598606623733,virginica
6.952460851331373,3.435826663537855,5.659258906049015,2.072295918279681,virginica
7.082306491250216,3.4586243551622724,5.4768369000492365,1.7052691271754186,virginica
6.606835094285974,2.975686210583477,5.205953279710164,1.94508263691226,virginica
6.705587094932104,2.697465380235795,5.425630207620491,2.1523815113021505,virginica
6.9949655509158815,2.374230636679999,4.860242095122276,1.6111565665396894,virginica
6.656587877974141,2.5583888780919626,6.410834599221322,2.0502112732789275,virginica
6.324568062273426,2.587849552530402,5.0061952006310415,2.0251977681612017,virginica
6.343010007215248,3.4135408882384515,5.0872134864611285,2.0103218638968596,virginica
6.583494233820809,3.0347473761680837,5.32389631824544,2.2592897246645607,virginica
6.048303502318824,3.116881357227596,6.015230289940951,2.0836096287121304,virginica
6.4498593796225325,2.3338736973194623,5.505803599705062,2.369517974589111,virginica
6.883791491380589,2.6406100712348217,5.005545681587815,1.751602621101491,virginica
5.7330611520921515,3.266123932933886,6.0017353443029355,2.033981141804587,virginica
7.03706873562808,3.086032233714776,5.792400250714192,2.021116696597487,virginica
6.892830976546106,2.9558384163943208,5.715373982886581,1.73268637656123,virginica
6.339082384459333,3.169452707580037,5.786293696468336,2.2390737505228366,virginica
6.690186789755133,3.4907393418407446,6.4577447602329805,2.5811683264632044,virginica
6.501101704417215,2.9336872609388847,6.374037958014445,1.9957484813790423,virginica
6.930496628953539,3.020810940797421,5.225313862798682,2.1262552720684416,virginica
6.84393909996948,3.0577790756193917,6.149553997124461,2.021129618953832,virginica
6.009975246885947,3.717632890582198,5.65326727590356,1.821603832523206,virginica
6.705541844712462,2.3701931206742923,5.6996383264551,1.544809930549496,virginica
6.428030251224864,3.2049669044366422,4.823091667342668,1.8235566292261587,virginica
6.528991399681335,2.965559325372281,5.431845693844721,1.6520104047620672,virginica
6.245139834660565,3.170031517855254,5.174870563865374,2.4260255195147793,virginica
7.111847974192292,2.8027882338015826,5.8312235259573235,1.9712225765191902,virginica
6.8640216369659015,2.985310490742465,5.928432200161122,1.9135201677382074,virginica
6.241080092609462,3.2134231738396486,4.670205459593475,2.2222884561969516,virginica
6.032886287581419,3.933873060313152,5.491186054398292,1.719562224286028,virginica
6.365014579157753,3.2424108568206216,5.948744601917701,1.808283990498862,virginica
6.652075926131957,2.7455803205908476,5.425328415074622,2.017018067312155,virginica
6.584072045381178,2.872872095393189,5.791625458000945,2.25719224785587,virginica
6.938596488668885,2.8639757674848436,5.6404661870508335,2.125421261292197,virginica
6.776471902763298,2.4613070482109958,5.636664092781051,2.0620812856289708,virginica
6.839349159013517,2.900972942489569,5.391474008772681,2.019529433809004,virginica
6.614399390213653,3.2198487245465235,5.013367678345716,2.1000589638816938,virginica
6.013745444426154,2.6177303642769614,5.051387941029989,2.0504132262823136,virginica
6.431505514098585,3.314544795315178,5.783741005782127,1.742506931305766,virginica
6.871031408968033,3.1463324463253013,5.507783302207553,2.011519805408288,virginica
6.481966975016374,2.7797300034086887,5.44459510215711,1.7315778352705617,virginica
6.676081629018311,2.9575411087986456,5.330443983071059,2.020270635725206,virginica
6.388438089663853,3.47949654229231,5.377924461807699,1.8798380146279396,virginica
6.139565853010354,3.22006434405176,5.918764717795256,2.6348454056957156,virginica
6.456829577583862,3.002635096469444,5.365902367252789,1.990026404062072,virginica
6.608166605061429,2.9286950049117046,4.963574114679372,1.6489401084346027,virginica
